,nl,my,mx,jp,lv,lt,gb,gr,fr,fi,ee,es,ro,ph,pt,pl,nz,no,de,dk,cz,ch,co,ca,za,vn,us,uy,it,il,ie,hk,hu,br,bg,be,at,ar,au,tw,tr,th,se,sg
0,0.7669999999999999,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,1.2021000000000002,0.7669999999999999,0.7669999999999999,1.121,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.59,0.7669999999999999,1.215,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,0.43069999999999997,1.12,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.6522
1,0.7669999999999999,0.7669999999999999,1.022,0.988,0.6719999999999999,0.7669999999999999,0.652,0.7669999999999999,1.234,0.7669999999999999,0.7669999999999999,1.121,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,1.143,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.59,0.7669999999999999,0.9079999999999999,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,0.43069999999999997,0.9079999999999999,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.7669999999999999
2,0.7669999999999999,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,1.234,0.7669999999999999,0.7669999999999999,1.121,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7588,0.7669999999999999,1.215,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,0.43069999999999997,0.9079999999999999,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.7669999999999999
3,0.7669999999999999,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,1.234,0.7669999999999999,0.7669999999999999,1.121,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.44089999999999996,1.143,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7149,0.7669999999999999,1.215,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,0.7669999999999999,1.12,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.7669999999999999
4,1.042,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,1.234,0.7669999999999999,0.7669999999999999,1.121,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.44089999999999996,1.143,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7149,0.7669999999999999,1.215,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,0.7669999999999999,1.12,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.6522
5,0.7669999999999999,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,0.9460000000000001,0.7669999999999999,0.7669999999999999,1.121,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,1.143,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7149,0.7669999999999999,1.215,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,1.143,1.12,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.7669999999999999
6,0.7669999999999999,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,0.9460000000000001,0.7669999999999999,0.7669999999999999,1.088,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,1.143,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7149,0.7669999999999999,1.17,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,0.7669999999999999,1.12,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.7669999999999999
7,0.7669999999999999,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,1.117,0.7669999999999999,0.7669999999999999,1.088,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.4982,1.215,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7149,0.7669999999999999,0.9079999999999999,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.9079999999999999,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.5297
8,0.7669999999999999,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,1.117,0.7669999999999999,0.7669999999999999,1.143,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.4982,1.215,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7149,0.7669999999999999,0.9079999999999999,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,1.143,0.9079999999999999,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.5297
9,0.7669999999999999,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,1.117,0.7669999999999999,0.7669999999999999,1.121,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.4982,1.215,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7149,0.7669999999999999,0.9079999999999999,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.9079999999999999,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.5297
10,0.7669999999999999,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,1.117,0.7669999999999999,0.7669999999999999,1.121,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6835,1.215,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7149,0.7669999999999999,1.194,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.9079999999999999,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.7669999999999999
11,0.7669999999999999,0.7669999999999999,1.022,0.988,0.7669999999999999,0.7669999999999999,0.652,0.7669999999999999,1.022,0.7669999999999999,0.7669999999999999,1.022,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,1.215,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7149,0.7669999999999999,1.143,1.146,1.022,0.652,0.6522,0.7669999999999999,1.0070000000000001,0.7669999999999999,0.7669999999999999,0.7669999999999999,1.022,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.7669999999999999
12,0.7669999999999999,0.7669999999999999,0.902,0.988,0.7669999999999999,0.7630000000000001,0.652,0.7669999999999999,1.022,0.7669999999999999,0.7669999999999999,1.022,0.7669999999999999,0.607,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,1.022,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.7149,0.7669999999999999,1.009,1.146,1.022,0.652,0.6522,0.7669999999999999,0.8140000000000001,0.7669999999999999,0.7669999999999999,0.7669999999999999,1.022,0.7669999999999999,0.6522,0.7669999999999999,0.952,0.7669999999999999,0.7669999999999999
13,0.7669999999999999,0.7630000000000001,0.7630000000000001,0.988,0.7669999999999999,0.7630000000000001,0.652,0.7669999999999999,1.022,0.7669999999999999,0.7630000000000001,1.022,0.7669999999999999,0.4686,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.5042,0.7669999999999999,0.6930000000000001,0.7669999999999999,0.7669999999999999,0.4686,0.7669999999999999,1.022,0.7917000000000001,1.022,0.652,0.6522,0.7630000000000001,0.8140000000000001,0.7630000000000001,0.7669999999999999,0.7669999999999999,0.902,0.7669999999999999,0.6522,0.6238,0.952,0.7669999999999999,0.7669999999999999
14,0.7669999999999999,0.7630000000000001,0.7630000000000001,0.902,0.7669999999999999,0.7546999999999999,0.652,0.7546999999999999,1.022,0.7669999999999999,0.7546999999999999,1.022,0.7669999999999999,0.4686,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7669999999999999,0.7220000000000001,0.7630000000000001,0.7669999999999999,0.6930000000000001,0.7220000000000001,0.7669999999999999,0.4686,0.7669999999999999,1.022,1.146,0.7669999999999999,0.652,0.6522,0.7630000000000001,1.0070000000000001,0.7630000000000001,0.7669999999999999,0.7669999999999999,0.7630000000000001,0.7669999999999999,0.6522,0.6238,0.952,0.7669999999999999,0.6522
